"Author_ID","Name","Notes"
1664,Paolo Sedazzari,"Paolo has worked in media sales, as a journalist, a film-maker and a promoter of raves. His debut feature film, the black comedy horror The Toybox, was released on DVD to some critical acclaim, and is available for viewing for free (and legally) on www.hulu.com . Recent work includes Everyone’s Wally a biographical documentary about Wally Hope the founder of the Stonehenge free festivals, who died under mysterious circumstances in 1975. The BMX Kid & the River Cult Murders is his first crime novel, based on a real life murder case and drawing on his experiences of working at the court house of Walton-on-Thames. Paolo lives in West London with his wife, Sarah, and two cats – Dougie and Tallulah.                        "
1669,Oswald Spengler,"Oswald Spengler, one of the most controversial historians of this century, was born in Blankenburg, Germany in 1880 and died in Munich in 1936.H. Stuart Hughes is Professor of History, Emeritus, at the University of California at San Diego. He is the author of many books, including Oswald Spengler: A Critical Estimate, Consciousness and Society and, most recently, Sophisticated Rebels.                        "
1677,Kelly Jones Arthur Conan Doyle,
1679,Craig Browning,
1707,C.J. Cutliffe Hyne,
1712,Avram / Rohmer Davidson,
1721,Philip K Dick,
1736,Poul Anderson,
1747,John A. Keel,"JOHN A. KEEL was a prominent journalist and UFOlogist, credited with coining the term “Men in Black.” He died in 2009.                        "
1760,Raymond A. Palmer,
1762,Palmer Raymond,
1763,Melvin D. Joesten John C. Kotz,
1766,Sherlock). Derleth Holmes,
1767,Clare Winger/ Ricca Harris,"Clare Winger Harris (1891–1968) was an early science fiction writer whose short stories were published during the 1920s. She is credited as the first woman to publish stories under her own name in science fiction magazines. Her stories often dealt with characters on the borders of humanity such as cyborgs. A native of Illinois, she died in Pasadena, California at age seventy-seven.                        "
1776,Pierre Pêcheur D'Islande Loti,
1780,Lin /Editor Carter,
1798,E C Tubb H J Campbell,
1804,Gardner F. Fox,
1806,Helena P.,
1808,Robert Bloch Intros By Ray Bradbury,"Fritz Leiber is considered one of science fiction's legends. Author of a prodigious number of stories and novels, many of which were made into films, he is best known as creator of the classic Lankhmar fantasy series. Fritz Leiber has won awards too numerous to count including the coveted Hugo and Nebula, and was honored as a lifetime Grand Master by the Science Fiction Writers of America. He died in 1992                        "
1811,Wallis Sir Budge,
1816,Helena P Blavatsky,
1818,Thrilling Wonder Stories),
1822,Arthur Conan,
1824,H. P. Lovercraft,
1832,Andrew,
1838,Miriam Allen Deford,
1841,Eernest Wallis Budge,
1843,Selected By Helen Mcneil,
1850,Amelia Edwards,
1854,August / Rice Derleth,
1880,August / Beaumont Derleth,
1882,Joseph W. Ferman,
1896,Jim Razzi,
1930,Shelley Moore Thomas,"Jennifer Plecas lives in Blue Springs, Missouri.                        "
1934,Leigh Brackett Edited By Samuel Mines With Stories By Jack Vance,
1939,Lin With Cover Illustration By Gray Morrow Carter,
1940,Emily Dickinson.,
1963,Helena Petrovka,
1975,Leigh Brackett /Donald Wallis,
1982,Clifford Ashdown,
1986,Wilkie Collins,
2037,Robert C. Moellering David N. Gilbert,
2038,Van Vogt,
2047,William Carroll,"So who was Carroll. From a dishwasher out of High School, to magazine photographer, then an unusual education in a fort, on an island commanded by an Admiral. From then on it was one adventure after the other including sniper bullets on boulders in a California park and 24-hour police protection to keep his head from being pounded. His story is more than just history.                        "
2052,Poul Gerhard Andersen,
2054,Philip K Dick Anthology Edited By August Derleth,
2094,Emily Elizabeth Dickinson,
2095,Leigh . Brackett,
2111,Gordon Eklund,
2114,Judith Conaway,
2118,Rachel Wetzsteon,"Rachel Wetzsteon is Assistant Professor of English at William Paterson University. She has published two books of poems, The Other Stars and Home and Away.                         "
2120,Paul Bradley Sterman,"Paul Bradley Sterman has been writing since he was a child. While mostly a writer of music, poetry, and short stories, his creativity and wild imagination has led to this novel. Being an LA native, Paul is first and foremost a creative spirit, continually striving to be innovative and artistic. As a writer, he has been published in IN-LA Magazine, and as an international pop-music composer/lyricist throughout Europe. Paul’s writing also includes musical theater: book, lyrics and music of the musical, CHASING DREAMS, an original pop/rock/Broadway style musical. The Spirit King – A Destiny Awakens, is Book One of a series planned for the future, as the story unfolds with more excitement, enlightenment and adventure. Stay tuned!                        "
2128,Nathaniel Hawthorne,
2136,Emily / With Introduction Dickinson,
2139,Jr. With Stories By Ray Bradbury Edited By Sam Merwin,
2142,Marigny,
2146,Leigh/ Wallis Brackett,
2168,Charles,
2191,Gladys Gordon Trenery,
2192,Charlotte E. Guest,
2198,Poul. Andersen,
2210,Eric S. Brown H.G. Wells,"H .G. Wells is considered by many to be the father of science fiction. He was the author of numerous classics such as The Invisible Man, The Time Machine, The Island of Dr. Moreau, The War of the Worlds, and many more.                         "
2211,Soverign Falconer,
2215,Poul Carit Andersen,
2220,Emily. Dickinson,
2221,George Sanders,
2231,William Scott Elliot,
2265,Basil Copper,Basil Copper                        
2268,Henry Smith,
2279,Scott-Elliot W.,
2293,August Science Fiction) Derleth,
2304,Edited By August Derleth,
2327,Poul Martin Mã¸Ller,
2331,E Wallis Budge,
2335,Lindsay Smith,
2342,Robert E.,
2357,Harlan / Lin Carter Ellison,
2363,Budge,
2373,Charles Beaumont,
2386,Ernest A Wallis Budge,"E. A. Wallis Budge, the author of numerous books, was once the Keeper of Egyptian and Assyrian Antiques in the British Museum.                        "
2387,Josephine Clifford Mccrackin,
2401,Damon Knight,
2408,August Ed. Derleth,
2415,Arthur Conan. Doyle,
2421,Leiber Fritz,
2422,Stuart J. Byrne Richard S. Shaver,
2445,Super Science Stories),
2452,Karen P. Hall,
2457,Poul A. Andersen,
2474,R Etzensberger,
2475,Tom Godwin,
2480,Pierre P. Loti-Viaud,"Pierre Loti, perhaps the world's most prolific, romantic and exotic travel writer and novelist, was born as Julien Marie Viaud in Rochefort in Western France in 1850. A childhood fascination with exotic lands across the seas led him to embark on a naval career that enabled him to seek love and adventure in many latitudes. He drew on these real life experiences when writing the romantic novels and travel books that made him one of the most popular authors of his day. Although his prolific output brought him both fame and fortune he remained a romantic escapist and never gave up his beloved naval career. He retired from the French navy in 1910 and died in 1923.                        "
2482,Darrel Greene,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Björn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
2483,E.A. Wallis. Budge,
2507,Aaron Copland,
2519,Christoper William Koch,
2538,Hugh Pentecost,
2541,Brian W. Aldiss,
2542,Poole Sophia Lane,
2547,Orbit Science Fiction),
2552,Neil Barret Jr Isaac Asimov,
2554,James H. Schmitz,
2557,Benny Andersen,
2564,Algis Budrys,
2566,Mary C. Jane,
2578,Anthology Cooke,
2601,Budge E.A. Wallis,
2607,Mel Anastasiou,"Mel Anastasiou loves her writing life in the UK and BC. She is senior acquisitions editor with Pulp Literature Press and writes mysteries starring sleuths who are often fish out of water and gifted amateur detectives. Mel can be found every day writing and drawing, walking for miles to look at inspired Victorian architecture, and dreaming of swans and crimes for her octagenarian sleuth, Stella Ryman, to solve. For news on her books, information about speaking engagements, tips on structure, and keys to time management for writers, visit her website, melanastasiou.wordpress.com                        "
2612,Richard S. Shaver Walter M. Miller Jr.,
2621,R.A./ Mcintoshk Lafferty,
2624,George Harmon / Mcculley Coxe,
2639,Charles Cloukey,
2645,Donald Wollheim,
2649,Keith Laumer,
2655,Roger Grenier Collectif,
2659,H P Lovecraft,
2668,Harold Macgrath Macgrath Harold Macgrath,
2676,Leigh Und Tony Westermayr Brackett,
2681,O.Henry Saki,
2683,A.E. Wallis Budge,
2694,Glyn Jones,
2703,Arnol Bennett,
2709,Science Fiction,
2715,Lin Carter Robert E. Howard,
2721,Edgar Rice Burroughs Kathleen Weidner Zoehfeld,
2727,Dickens-Charles,"Quentin Blake is one of today's most popular and best-loved children's illustrators. His books are loved by children all over the world. His titles include Mr Magnolia, Mrs Armitage and, of course, the many stories of Roald Dahl.                        "
2734,Andrew Crichton Christopher William Koch,
2747,Leigh / Robert Silerberg Brackett,
2755,William Hope Hodgson,
2763,Thomas Floyd Edgar Rice Burroughs,"Edgar Rice Burroughs, the author of Tarzan of the Apes and dozens of other famous novels, was a pivotal figure in the history of American science fiction. His books include At the Earth's Core, Beyond Thirty, and The Land That Time Forgot, all available in the Bison Frontiers of Imagination series. F. Paul Wilson is the author of such best-selling novels as The Keep, The Tomb, and Conspiracies. Thomas Floyd is a graphic designer at the University of Nebraska–Lincoln.                        "
2767,Philip K. / Derleth Dick,
2779,Mabel Loomis Todd,
2784,George H. Smith,
2788,Willa Reid,
2811,Alva Mitchell Frederick E. Giesecke,
2812,Howard Phillips Lovecraft,
2813,Stephanie Bond Vicki Lewis Thompson,
2820,Theodore Sturgeon Robert A. Heinlein,
2830,H. H. Munro,
2843,Diana Tixier Herald,"Diana Tixier Herald, a former readers' advisory librarian, is program and outreach manager at Delta County Libraries, Delta, CO, and an author, readers' advisory consultant, workshop presenter, and speaker.                        "
2844,Welsh Storytellers,
2846,Stanley Mullen,
2863,Leslie Charteris,
2866,Anne Bradstreet Phillis Wheatley Marianne Moore Sylvia Plath Emily Dickinson Hilda Doolittle Edna St. Vincent Millay Amy Lowell Emma Lazarus,
2876,Joan Scott,
2886,Ben Ireland Samuel A. Mayo,
2891,Frederik Pohl,
2895,Francis Bacon,
2898,Ernest A Willis Budge,
2902,Poul Og Solveig Schmidt. Andersen,
2911,Roger Elwood,
2912,Ying )Arthur Conan Doyle,
2913,Aft),
2927,Fantastic Story),
2929,Dorothy Quick Francis Flagg),
2945,Crichton Andrew.,
2946,Walt Disney Enterprises Staff Edgar Rice Burroughs,
2950,Vc Ghidalia,
2966,Robert E. Howard // August Derleth,
2974,Eric Kincaid,"Born in London in 1931, Kincaid studied illustration and design at Gravesend School of Art, where Peter Blake was a contemporary and Quentin Crisp one of the life models. In 1971, he was offered the chance to fulfill his true ambition, to illustrate childA prolific writer in Victorian England, Charles Dickens wrote most of his works in serial format, publishing chapters on a weekly or monthly basis. His writing improved because of he was able to hear the criticism from the previous installments and mold his writing to be appealing to the public. Poor from birth, Dickens used his elevated status to encourage empathy and philanthropy.                        "
2981,E.F. Benson,
3002,Mr E. A. Wallis Budge,
3010,Mallory Storm Stories By August Derleth,
3017,Thomas. Forward By Robert Graves Bulfinch,
3024,Robin Roberts,"Robin Roberts is the anchor of ABC's morning show Good Morning America. Under her leadership, the broadcast has won three consecutive Emmy Awards for Outstanding Morning program. Prior to that, Roberts was a contributor to ESPN. She is a native of Mississippi Gulf Coast and currently resides in New York City. Veronica Chambers is a prolific author, best known for her critically acclaimed memoir, Mama's Girl which has been course adopted by hundreds of high schools and colleges throughout the country. Her other non-fiction books include Kickboxing Geisha's: How Japanese Women Are Changing Their Nation and The Joy of Doing Things Badly: A Girl's Guide to Love, Life and Foolish Bravery. She has also written more than a dozen books for children and spent two seasons as an executive story editor for CW's hit series, Girlfriends. A graduate of Simon's Rock College at Bard, she lives with her husband and daughter in Hoboken, New Jersey.                        "
3033,Richard Sharpe,
3035,E. A. Wallis Budge M. A.,"Sir Ernest Alfred Thompson Wallis Budge (27 July 1857 – 23 November 1934) was an English Egyptologist, Orientalist, and philologist who worked for the British Museum and pub-lished numerous works on the ancient Near East. Wallis Budge was born in Bodmin, Cornwall.                        "
3043,Jane,
3049,Baynard Kendrick,
3050,H. P. With August Derleth Lovecraft,
3053,Andrew Crichton Prideaux John Selby,
3066,Gernsback,
3069,Stephen Barr,
3081,Leigh Brackett G. Mcdonald Wallis,
3083,Adapt Du Roman Original De Charles Dickens Par Tom Jokic (Tr,
3097,Robert,
3101,Petrovna Blavatsky Helena,
3103,Lin Carter David R. Bunch,
3111,Grace F. Knoche Helena Petrovna Blavatsky,
3136,Judith Conaway Arthur Conan Doyle,"Associate Professor, Literacy Education Northern Illinois University Dr. Alfred Tatum began his career as an eighth-grade teacher, later becoming a reading specialist and discovering the power of texts to reshape the life outcomes of struggling readers. His current research focuses on the literacy development of African American adolescent males, and he provides teacher professional development to urban middle and high schools. He serves on the National Advisory Reading Committee of the National Assessment of Educational Progress (NAEP) and is active in a number of literacy organizations. In addition to his book Teaching Reading to Black Adolescent Males: Closing the Achievement Gap, he has published in journals such as Reading Research Quarterly, Journal of Adolescent & Adult Literacy, Educational Leadership, Journal of College Reading and Learning, and Principal Leadership.                        "
3144,Jack,
3145,Edmond Hamilton Thrilling Wonder Stories Noel Loomis,
3149,Scott-Elliot William,
3153,John D Macdonald,
3159,Tanith Lee,
3161,Henry Gade,
3170,Poul Gerhard. Andersen,
3171,R. Bretnor,
3175,Alden H. Norton,
3180,E.A.Wallis Budge,
3181,Lin Carter / George H. Smith,
3184,Algernon Blackwood,
3186,Jack Dann L Sprague Decamp,
3187,Disney Book Group,
3188,Tom Goodwin,
3191,L Sprague De Camp,
3199,Jane Yolen,"Jane Yolen is one of the most distinguished and successful authors for young readers and adults in the country. She is the author of more than 200 books--including Briar Rose, Sister Light, Sister Dark, Owl Moon, and the immensely popular The Devil's Arithmetic. Her books have won awards including the Caldecott Medal, two Nebula Awards, the World Fantasy Award, the Jewish Book Award, and two Christopher Medals. She lives in Hatfield, Massachusetts.Patrick Nielsen Hayden, winner of the World Fantasy Award for Best Anthology for Starlight 1, has been called one of the most literate and historically aware editors in science fiction by The Washington Post. His young adult anthologies New Magics and New Skies have garnered stellar reviews.                        "
3221,Carter Lin,
3226,Thongor,
3230,Robert A. Heinlein,
3231,C. M. Kornbluth,
3235,Chr. De Koch,
3237,Journal. Joseph Rodman Manch,
3242,William L. Hamling,
3243,Editor) // Fletcher Pratt,
3246,Poul O. Andersen,
3250,Orwell George,
3252,Richard Lancelyn Green Arthur Conan Doyle,
3268,Lin Ed. Carter,
3269,Planet Stories),
3274,Leigh/Silverger Brackett,
3280,Lisbeth Zwerger Charles Dickens,
3292,Rita M. Ransohoff,
3304,The Reverend J. G. Wood,
3321,Alistair Maclean,
3323,Jeff Rovin,
3324,Samuel Mines,
3328,William Swainson,
3330,Peter Ruber,
3333,Domingo Santos H. G. Wells,"Herbert George Wells was born on September 21, 1866, in England. At age 7, he suffered a broken leg. While resting his injury, Wells started reading books. As he grew older, he continued to enjoy reading and school. At 14, young Wells quit school to help his struggling family. Fortunately, he received a scholarship in 1883 and began studying science at a school in London. Soon after, Wells started writing. Some of his works, like The War of the Worlds, combine his love for storytelling and science.Davis Worth Miller and Katherine McLean Brevar are a married couple living and working together in North Carolina. They are both full-time writers. Miller has written several best-selling books including The Tao of Muhammad Ali. He is now working on his memoir and several other novels with his wife.Davis Worth Miller and Katherine McLean Brevard are a married couple living and working together in North Carolina. They are both full-time writers. Miller has written several best-selling books including The Tao of Muhammad Ali. He is now working on his memoir and several other novels with his wife.Alfonso Ruiz was born in 1975 in Macuspana, Tabasco in Mexico, where the temperature is just as hot as the sauce is. He became a comic book illustrator when he was 17 years old, and has worked on many graphic novels since then. Alfonso has illustrated several English graphic novels, including retellings of Dracula and Pinocchio.                        "
3357,Helena Petrovna. Blavatsky,
3361,Agatha Destination Inconnue Christie,
3363,As S.A. Lombino),
3368,Dwina Murphy-Gibb,
3379,Andrew Macphail,"Sir Andrew Macphail was a noted Canadian physician and man of letters. The founding editor of the Canadian Medical Association Journal, he also published more than ten books. He was knighted for his literary and military work in 1918. The book for which he is best remembered is The Master's Wife.                        "
3383,Sherry R. Arnstein Alan A. Altshuler,
3388,L Sprague Decamp,
3394,E A. Wallis Budge,
3409,E. Daeniken Eric Von (Daniken,
3410,With August Derleth,
3413,Ignatius. Sykes Donnelly,
3421,Helena Petrovn Blavatsky,
3426,Dickinson Emily,
3432,Eileen Daly,
3433,James J.,
3461,Gertrude Barrows Bennett,
3477,Agatha Poirot Joue Le Jeu Christie,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
3482,H-P Lovecraft,"Né aux États-Unis en 1890 et mort en 1937, Howard Phillips Lovecraft est considéré aujourd’hui comme l'un des écrivains d'horreur et de science-fiction les plus importants du XXe siècle.                        "
3487,E.A.Wallis Budge E.A.Wallis Budge,
3488,Edited By Alfred Hitchcock,
3493,Allison V. Harding,
3494,Margaret Saint-Clair,
3510,Agatha Miss Marple Au Club Du Mardi Christie,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
3515,Joy Chant,
3523,George,
3525,Nathaniel Bradstreet Shurtleff,
3541,E A Wallis Budge.,
3551,C. S. Forester,
3571,Edited By Leigh Brackett,
3584,Edgar Rice Burroughs Edgar Rice Burroughs,
3596,Helena Pretrovna Blavatsky,
3598,Les Pendules Agatha Christie,
3615,Henry Wheaton Andrew Crichton,
3663,Skagen,
3665,Howard,
3668,Stories As Selected By Actor Christopher Lee,
3680,Donald A. Wollheim,
3683,Leigh Brackett D.D. Sharp,
3687,Gwyneth Lewis,"Gwyneth Lewis is a writer, a poet, and the recipient of the Aldeburgh Poetry Festival Prize and a Mental Health in the Media Award. She is the author of Sunbathing in the Rain: A Cheerful Book on Depression, Two in a Boat: A Marital Voyage, and six books of poetry. She is a fellow at Harvard University, a fellow of the Royal Society of Literature, and an honorary fellow of Cardiff University.                        "
3691,Jim Hendryx,
3693,Alfred Hitchcock,
3694,Emma Thompson,
3698,Evangeline Walton,
3700,Michael Croft,
3742,Poul Andersen Medelby,
3743,Alva Mitchell,
3748,Nn,
3758,M Hague,"Michael Hague has illustrated more than twenty children's classics, including lavish editions of A Wind in the Willows Christmas , The Wizard of Ox , and Alice's Adventures in Wonderland . He lives in Colorado Springs, Colorado.                        "
3759,Blavatsky Helena Petrowna,
3780,Frank Belknap Carter Lin / Long,
3788,Klefbeck. Victor B.,
3812,Robert Bloch Isaac Asimov,
3814,Aka George Sanders ),
3816,Ray Errol / Gardner Fox,
3818,Sophie Hannah,
3819,Trevor Cook,
3833,Roy G. Krenkel,
3835,Charles Q. Bufe,
3857,Dirk Wylie,
3866,Edmund Boisgilberrt,
3883,Earnest A. Wallis Budge,
3888,Eds) Robert Bloch,
3899,Arthur Conan Sir Doyle,
3917,Leigh Brackett Marion Zimmer Bradley,
3941,Joyce Carol Oates,
3961,H Andersen,
3971,Edmond/ Jorgenson Hamilton,
3977,E. A Wallis Budge,
3980,Leigh/Leigh Brackett/Brackett,
3987,Steve Journal. Eisner,
3990,Pamela / Spinrad Clement / Sargent,
3991,Leigh Brackett Mary Rosenthal,
3995,Robert E. / Derleth Howard,
4000,Jean Mark Gawron,
4007,Evangeline / Lin Carter Walton,
4031,Random House Value Publishing Staff,
4034,Editor) M. R. James,
4044,Les Martin H. G. Wells,
4047,Malcolm Reiss,
4056,Jack Williamson,
4064,A. Bester,
4077,Vincent Sheean,
4087,Ignatius ) Ridge Donnelly,
4101,Helena P. Und Arthur Blavatsky,
4112,Alfred H. Bill,
4113,Howard E. Butler Robert T. Amsden,"Davida M. Amsden is a private consultant/educator in the areas of SPC, total quality systems, just-in-time manufacturing, and participative management. Howard E. Butler is the owner of Quality Control Services Company. Previously, he worked at General Motors Corporation developing and managing quality management systems. Robert T. Amsden is an associate professor of decision sciences at the University of Dayton.                        "
4114,Nathaniel Hawthorne Sparknotes,
4120,L. Sprague Decamp,
4121,Helen Sewell,
4122,H.C. Andersen,
4137,August . Derleth,
4141,August Editor) Derleth,
4151,Søren H. Andersen,
4161,G. Mcdonald/Brackett Wallis,
4180,Robert E. / Brackett Howard,
4188,A.B.C. Contre Poirot Agatha Christie,
4198,Poul-Gerh. Andersen,
4204,Recopilacion: Kurt Singer. August Derleth,
4217,H Lovecraft,
4219,Sam Jr. Merwin,
4221,Emily Ich Wohn' Im Haus Der Möglichkeit Dickinson,
4222,Translator),
4223,Larry Niven,
4272,Arthur C. Clarke,
4273,L. Sprague De Camp Robert E Howard,
4277,Christine M. Rosner Rn Phd Anne-Marie Kiehne Rn Msn,
4285,C. B. Gilford,
4287,Zenna / Leiber Henderson,
4293,Nathaniel Hawthorne C. W. E. Bigsby,
4296,Joseph). Bulfinch Papin,
4307,Henry Miller,
4320,Ross Rocklynne,
4324,Jeanette Windle,
4335,Edmond // Brackett Hamilton,
4361,Lin--Editor Carter,
4362,Frank Thomas,
4364,Leigh Brackett A E Van Vogt,
4366,Brackett Leigh / Robert Silverberg,
4369,Ellery Sedgwick,
4384,Blake E. Peterson Gary L. Musser,
4391,Compiled By Rupert,
4396,Poul M.Fl. Andersen,
4401,Leigh Ed. Brackett,
4424,Harry Harrison,
4435,Judith Merril,
4444,Pedro Antonio De Alarcón,
4458,Derleth.August,
4464,Ignatius Loyola Donnelly,
4469,W. Scott Elliot,
4475,Richard S. Shaver T. P. Caravan,
4476,Clark Ashton / Kline Smith,
4480,John Jakes,
4482,Frw),"August Derleth (1909-1971) published more than 150 books of all genres, including such sagas as Wind over Wisconsin, the Judge Peck mysteries, and numerous tales of horror, fantasy, and the supernatural. Railroad historian H. Roger Grant is professor of history at Clemson University; his introduction to this edition of The Milwaukee Road provides the story of the book's original publication and a short history of the Milwaukee after 1948.                        "
4485,Donnelly,
4489,Henry James Jr.,
4497,Stories By H.P. Lovecraft,
4505,William G. Elliot Jr. Leslie M. Scott,
4507,Blavatsky Helena Petrovna.,
4508,Eleanor Sullivan,
4548,H.P. Blavatsky,
4577,Chad Oliver,
4613,Edward Lucas White,"Edward Lucas White (1866–1934), who taught high school for many years in Baltimore, was better known in his lifetime for his historical novels. Today he is remembered for his short fiction, particulary the fantasy works and tales of supernatural horror that were inspired by his recurrent nightmares.S. T. Joshi is a literary critic, novelist, and a leading figure in the study of H. P. Lovecraft and other authors of weird and fantastic fiction.                        "
4615,Bram Stoker Edgar Allan Poe,
4622,Kathleen Weidner Zoehfeld,
4628,James Reeves,
4671,Douglas Lambert,
4677,Richard Hicks,"Richard Hicks is a former trial attorney. When not sailing or traveling, he resides with his wife in Cardiff-by-the-Sea, California.                        "
4678,H.P. Ty Derleth Lovecraft,
4691,J. G. Ballard Robert A. Heinlein,
4708,William. Memoir Of Le Vaillant By Andrew Crichton. Swainson,
4712,Illustrations),
4721,Karen Haber,
4732,Lin Carter J.R.R. Tolkien,
4735,Aaron Shepard,
4736,Cele Goldsmith,
4742,Arthur Conan) Haycraft Doyle,
4745,Fox B. Holden,
4748,Horace Walpole,Mario Praz (1896-1982) was Professor of English Language and Literature at the University of Rome. The most celebrated of his many other books is The Romantic Agony.                        
4750,Lovecraft Howard Phillips / Derleth August,
4771,Ignatius L Donnelly,
4787,E. A. Wallis Budge Sir,
4788,Editor,
4795,E. Randall Floyd,
4809,William Boyce,CA                        
4810,Roger B Goodman,
4823,James Gilbert R. Jackson Wilson,
4838,John Polidori,
4839,Sprague De Camp L. Und Lin Carter,
4848,Fletcher Pratt,
4850,Editor W. Paul Ganley,
4851,Walter Copland Perry/Thomas Bulfinch,
4854,Leigh / Robert Moore Williams Brackett,
4867,George Orwell Sparknotes,
4873,Lin / Long Carter,
4891,Lin,
4896,Blavatsky Helena Petrovna,
4907,Helena Petrowa Blavatsky,
4913,Lucilla Andrews,
4929,Burton Armus,
4933,Katherine Mansfield Arthur Conan Doyle,
4977,Leigh Brackett Edited By Samuel Mines With Stories By A. E. Van Vogt,
4982,C.J. Cutliffe,
4994,John Rankine,
4995,Ignatius / Edited By Egerton Sykes Donnelly,
4996,Edited By Lin Carter,
5002,Samuel Butler Aristotle,
5005,Mike Mason,"Mike Mason is the best-selling author of The Mystery of Marriage, The Gospel According to Job, and Practicing the Presence of People. He and his wife, Karen, an M.D. in general practice, live in Langley, British Columbia, Canada, with their amazing daughter, Heather.                        "
5029,Sister Mariella Gable,
5049,Bulfinch Thomas Dover Publications,"Thomas Bulfinch (July 15, 1796 – May 27, 1867) was an American writer, born in Newton, Massachusetts. Bulfinch belonged to a well educated Bostonian merchant family of modest means. His father was Charles Bulfinch, the architect of the Massachusetts State House in Boston and parts of the U.S. Capitol in Washington, D.C.. Bulfinch supported himself through his position at the Merchants' Bank of Boston.                        "
5063,E. E. Smith,
5068,P. Nyboe Und Poul Dam Andersen,
5069,Helena P. Radda-Bai Blavatsky,
5071,Thomas Swann,
5076,Leigh,
5106,Peter S. Beagle,
5114,Brackett,
5123,Great Stories By Leigh Brackett Donald A. Wollheim Editor,
5135,L.Sprague De Camp Robert E. Howard,
5138,Jacob C. Solovay,
5141,Murray Shaw,
5146,Ambrose Bierce/Roy Morris Jr.,"Roy Morris, Jr., is the editor of America's Civil War and the author of Ambrose Bierce: Alone in Bad Company and Sheridan: The Life and Wars of General Phil Sheridan. He lives in Chattanooga, Tennessee.                        "
5147,Emily. Mabel Loomis Todd Dickinson,
5150,Valdemar Andersen,
5153,Wallis. Budge,
5164,Antonella Caputo Arthur Conan Doyle,"Author is Arthur Conan Doyle. The introduction is by Vincent Fago. Artists are Richard Sala, Rick Geary, Nestor Redondo, Tim Quinn & George Sears, Donald Marquez, Matt Howarth, J.B. Bonivert, Roger Langridge, Dan Burr, Arnold Arre, Mark A. Nelson, and Anita Nelson. Edited by Tom Pomplun.                        "
5168,Robert Moore Williams,
5175,A.L. Ed. Includes Alexander,
5181,Douglas R.,
5192,Edmund Boisgilbert,
5223,Ignatius Donnelly.,
5228,Robert Moore / Brackett Williams,
5240,Harlan Ellison,
5255,Hal Cantor,
5275,Ed. August Derleth,
5280,Maynard Mack,
5285,J. T. Mcintosh,
5293,As Lewis Padgett),
5305,W. W. Robson Arthur Conan Doyle,
5308,Poul / Bradbury Anderson,
5315,Edgar Rice Burrough,
5319,Ernest A. Wallis--Translated Budge,
5323,A. Bertram Chandler,
5331,Emily / Poems Selected Dickinson,
5335,Gardner Fox,
5336,Marvin Kaye,
5337,August Derleth Edited By Jules Saltman With Stories By Philip K. Dick,
5350,Leah Bodine Drake,
5387,Carole Marsh,"Carole Marsh:Native of Atlanta, Georgia Professional writer and photographer Founder and CEO of Gallopade International, Inc. Founder and Owner of Marsh Media, a public relations anD corporate communications firm Creator of more than 15,000 products, primarily fiction and non-fiction supplementary educational materialsincluding books, interactive CD-ROMs, games, and online adventures  Awards Include:2011 Teachers’ Choice for the Classroom by Learning Magazine 2007 Greatest Products by iParenting Media 2006 Georgia Author of the Year by Georgia Writers Association 2004 Teachers’ Choice for the Family by Learning Magazine 2003 Excellence in Education Award from the National School Supply and Equipment Association 2002 Teachers' Choice Award by Learning Magazine 2002 Award of Excellence Recipient from Association Advance America  2000 Fastest Growing Small Press from Publishers Weekly Communicator of the Year in 1979 "
5392,Donnelly Ignatius Author.,
5423,Cornell Woolrich,
5424,Ray Bradbury / John D. Macdonald / Henry Kuttner,
5425,T.S. Eliot,
5438,Christophe Guillaume De Koch,
5452,Ignatius L. Donnelly,
5458,Arthur Sherlock Holmes : Quatre Aventures De Sherlock Holmes. Conan Doyle,
5459,Raymond L. Lee,
5471,Anthony Andrews,
5486,L. Ron Hubbard,
5490,Ambrose. Introduction By George Sterling Bierce,
5492,Wonder Stories),
5553,Carit Andersen,
5562,Andrew J Offutt,
5603,Orwell Sparknotes,
