"Name","Title"
Edgar Rice Burroughs,LAND OF HIDDEN MEN (ACE F-232 1ST PRINTING)
Edgar Rice Burroughs,JUNGLE TALES OF TARZAN: TARZAN #6 by EDGAR RICE BURROUGHS
Edgar Rice Burroughs,Lost on Venus
Edgar Rice Burroughs,The Son of Tarzan: No. 4
Edgar Rice Burroughs,Tarzan the Terrible: No. 8
Edgar Rice Burroughs,THE RETURN OF TARZAN (Tarzan #2)
Edgar Rice Burroughs,Tarzan and the Ant Men
Edgar Rice Burroughs,Tarzan of the Apes
Edgar Rice Burroughs,Tarzan of the Apes (Tarzan #1)
Edgar Rice Burroughs,The Lad and the Lion
Edgar Rice Burroughs,"Tarzan the Terrible (Tarzan, Book 8)"
Edgar Rice Burroughs,The Gods of Mars - F-702
Edgar Rice Burroughs,Beyond the Farthest Star (Ace Books #05652)
Edgar Rice Burroughs,At The Earth's Core
Edgar Rice Burroughs,The Beasts Of Tarzan
Edgar Rice Burroughs,THE MOON MAID
Edgar Rice Burroughs,TARZAN THE UNTAMED (Tarzan #7)
Edgar Rice Burroughs,Tarzan and the Jewels of Opar (#5)
Edgar Rice Burroughs,Fighting Man of Mars #7
Edgar Rice Burroughs,A FIGHTING MAN OF MARS
Edgar Rice Burroughs,Beyond the Farthest Star (Ace Books #05652)
Edgar Rice Burroughs,The Lad and the Lion (Ace Books #46870)
Edgar Rice Burroughs,Tarzan And The Golden Lion
Edgar Rice Burroughs,"Thuvia, Maid of Mars & The Chessmen of Mars"
Edgar Rice Burroughs,The War Chief
Edgar Rice Burroughs,The Mucker
Edgar Rice Burroughs,Tarzan of the Apes
Edgar Rice Burroughs,The Lost Continent
Edgar Rice Burroughs,Thr Son of Tarzan
Edgar Rice Burroughs,Taarzan the Untamed
Edgar Rice Burroughs,Tarzan the Terrible [Tarzan #8]
Edgar Rice Burroughs,"The Son Of Tarzan (Tarzan Series, Volume 4) (Ballantine U2004)"
Edgar Rice Burroughs,At the Earths Core
Edgar Rice Burroughs,Tarzan Triumphant
Edgar Rice Burroughs,Jungle Tales of Tarzan
Edgar Rice Burroughs,Tarzan and the Ant Men
Edgar Rice Burroughs,Tarzan and the Jewels of Opar
Edgar Rice Burroughs,Tarzan the Invincible
Edgar Rice Burroughs,THE RETURN OF TARZAN: Tarzan #2
Edgar Rice Burroughs,The Warlord of Mars
Edgar Rice Burroughs,A Fighting Man of Mars
Edgar Rice Burroughs,Lost on Venus
Edgar Rice Burroughs,THE BEASTS OF TARZAN
Edgar Rice Burroughs,Beyond the Farthest Star (Ace Books #05652)
Edgar Rice Burroughs,Warlord of Mars (The Martian Tales of Edgar Rice Burroughs #3)
Edgar Rice Burroughs,Tarzan at the Earth's Core
Edgar Rice Burroughs,Tarzan Triumphant (Tarzan Series #15)
Edgar Rice Burroughs,Jungle Tales of Tarzan (Tarzan #6)
Edgar Rice Burroughs,THE MOON MEN
Edgar Rice Burroughs,Tarzan And The Golden Lion
Edgar Rice Burroughs,THE MOON MEN
Edgar Rice Burroughs,Swords of Mars (The Martian Tales of Edgar Rice Burroughs #8)
Edgar Rice Burroughs,The Warlord of Mars (The Martian Tales of Edgar Rice Burroughs #3)
Edgar Rice Burroughs,The Gods of Mars & The Warlord of Mars (Barsoom Series)
Edgar Rice Burroughs,"THUVIA, MAID OF MARS (Mars #4)"
Edgar Rice Burroughs,The Outlaw of Torn
Edgar Rice Burroughs,THE GODS OF MARS (Mars #2)
Edgar Rice Burroughs,The Chessmen of Mars
Edgar Rice Burroughs,The Master Mind Of Mars
Edgar Rice Burroughs,Tarzan Triumphant
Edgar Rice Burroughs,Jungle Tales Of Tarzan
Edgar Rice Burroughs,Tarzan And The Golden Lion
Edgar Rice Burroughs,The Beasts Of Tarzan
Edgar Rice Burroughs,Warlord of Mars
Edgar Rice Burroughs,"Tarzan, Lord of the Jungle"
Edgar Rice Burroughs,The Beasts of Tarzan
Edgar Rice Burroughs,Tarzan the Terrible (Tarzan Series #8)
Edgar Rice Burroughs,Tarzan The Terrible [Tarzan 8]
Edgar Rice Burroughs,"The Martian Tales Trilogy : A Princess of Mars, the Gods of Mars, the Warlord of Mars"
Edgar Rice Burroughs,Gods of Mars
Edgar Rice Burroughs,"Thuvia, Maid of Mars"
Edgar Rice Burroughs,THE GODS OF MARS (Mars #2)
Edgar Rice Burroughs,Jungle Tales of Tarzan
Edgar Rice Burroughs,Tarzan the Untamed
Edgar Rice Burroughs,Tarzan the Terrible (Tarzan Series #8)
Edgar Rice Burroughs,"John Carter of Mars (Barsoom Series, #11)"
Edgar Rice Burroughs,Master Mind of Mars
Edgar Rice Burroughs,Tarzan at the Earth's Core
Edgar Rice Burroughs,THE CHESSMEN OF MARS
Edgar Rice Burroughs,Savage Pellucidar
Edgar Rice Burroughs,The Master Mind of Mars
Edgar Rice Burroughs,"The Gods of Mars (Martian Tales, No. 2)"
Edgar Rice Burroughs,A Princess of Mars
Edgar Rice Burroughs,Tarzan and the Jewels of Opar
Edgar Rice Burroughs,Jungle Tales of Tarzan #6
Edgar Rice Burroughs,Tarzan the Invincible (Tarzan Series #14)
Edgar Rice Burroughs,Tarzan and the Ant Men
Edgar Rice Burroughs,"The Warlord of Mars (Mars, Bk. 3)"
Edgar Rice Burroughs,"Thuvia, Maid of Mars (Martian Tales #4)"
Edgar Rice Burroughs,"The Moon Men / The Red Hawk (Ace Science Fiction Classics, # F-159)"
Edgar Rice Burroughs,"Tarzan Triumphant (Ballantine 21909, #15)"
Edgar Rice Burroughs,Son of Tarzan
Edgar Rice Burroughs,"Tarzan and the Ant Men, No.10"
Edgar Rice Burroughs,"Swords Of Mars (Barsoom Series, No. 8)"
Edgar Rice Burroughs,A Princess of Mars
Edgar Rice Burroughs,Pirates of Venus
Edgar Rice Burroughs,"Tarzan, Lord of the Jungle (Tarzan, #11)"
Edgar Rice Burroughs,Tarzan The Terrible [Tarzan 8]
Edgar Rice Burroughs,Tarzan The Terrible #8
Edgar Rice Burroughs,Tarzan the Untamed
Edgar Rice Burroughs,Tarzan and the Golden Lion
Edgar Rice Burroughs,"Thuvia, Maid of Mars"
Edgar Rice Burroughs,"Tarzan, Lord of the Jungle (Tarzan #11)"
Edgar Rice Burroughs,Tarzan of the Apes
Edgar Rice Burroughs,Beyond The Farthest Star: Ace #05652
Edgar Rice Burroughs,"The Collected John Carter of Mars (a Princess of Mars, Gods of Mars, and Warlord of Mars)"
Edgar Rice Burroughs,Jungle Tales of Tarzan #6
Edgar Rice Burroughs,The Chessmen of Mars
Edgar Rice Burroughs,Tarzan and the Golden Lion
Edgar Rice Burroughs,The Warlord of Mars
Edgar Rice Burroughs,Tarzan of the Apes
Edgar Rice Burroughs,Chessmen of Mars
Edgar Rice Burroughs,Tarzan: In Easy-to-Read Type (Children's Thrift Classics)
Edgar Rice Burroughs,THE RETURN OF TARZAN: TV TIE IN by EDGAR RICE BURROUGHS
Edgar Rice Burroughs,THE CHESSMEN OF MARS by EDGAR RICE BURROUGHS
Edgar Rice Burroughs,Savage Pellucidar
Edgar Rice Burroughs,The Return of Tarzan.
Edgar Rice Burroughs,Tarzan of the Apes: A Tarzan Novel
Edgar Rice Burroughs,The Return of Tarzan (Townsend Library Edition)
Edgar Rice Burroughs,Tarzan The Terrible #8
Edgar Rice Burroughs,The People That Time Forgot
Edgar Rice Burroughs,The Son of Tarzan
Edgar Rice Burroughs,Tarzan of the Apes: A Tarzan Novel
Edgar Rice Burroughs,Tanar of Pellucidar
Edgar Rice Burroughs,A Princess of Mars
Edgar Rice Burroughs,Back To The Stone Age
Edgar Rice Burroughs,The People that Time Forgot
Edgar Rice Burroughs,Jungle Tales of Tarzan #6
Edgar Rice Burroughs,"The Monster Men (Ace SF Classic, F-182)"
Edgar Rice Burroughs,"Tarzan the Untamed (Tarzan, Book 7)"
Edgar Rice Burroughs,Tarzan and the Leopard Men (#18)
Edgar Rice Burroughs,Tarzan of the Apes
Edgar Rice Burroughs,Tarzan and the Golden Lion
Edgar Rice Burroughs,"Thuvia, Maid of Mars (Martian Tales #4)"
Edgar Rice Burroughs,Tarzan and the Ant Men
Edgar Rice Burroughs,"Tarzan of the Apes (Fall River Press Edition): The Adventures of Lord Greystoke, Book One (The Adventures of Lord Greystoke series)"
Edgar Rice Burroughs,"Tarzan the Untamed (Tarzan #7) (Vintage Ballantine, F751)"
Edgar Rice Burroughs,Chessmen of Mars F170 :Martian 5
Edgar Rice Burroughs,The War Chief
Edgar Rice Burroughs,The Moon Maid ( Ace Books # G-745 )
Edgar Rice Burroughs,The Chessmen of Mars (The Martian Tales of Edgar Rice Burroughs #5)
Edgar Rice Burroughs,"Jungle Tales of Tarzan (Tarzan, Book 6)"
Edgar Rice Burroughs,Tarzan the Invincible (Tarzan #14)
Edgar Rice Burroughs,Savage Pellucidar : The Return to Pellucidar; Men of the Bronze Age; Tiger Girl; Savage Pellucidar (Ace Books #75134)
Edgar Rice Burroughs,The Lost Continent (Ace Books #49292)
Edgar Rice Burroughs,The Son of Tarzan (Tarzan #4)
Edgar Rice Burroughs,Warlord of Mars (The Martian Tales of Edgar Rice Burroughs #3)
Edgar Rice Burroughs,Tarzan and the Lost Empire (Tarzan #12)
Edgar Rice Burroughs,Tarzan and the Lost Empire (Tarzan #12)
Edgar Rice Burroughs,Tarzan of the Apes (Tarzan #1)
Edgar Rice Burroughs,"Thuvia, Maid of Mars (The Martian Tales of Edgar Rice Burroughs #4)"
Edgar Rice Burroughs,Jungle Tales of Tarzan (Tarzan #6)(Ballantine Books U2006)
Edgar Rice Burroughs,"Lost on Venus ( Venus Series, Book 2 ) (Ace Books #49504)"
Edgar Rice Burroughs,Tarzan the Terrible (Tarzan #8)
Edgar Rice Burroughs,Tarzan the Terrible (Tarzan #8) (Ballantine Books #F752)
Edgar Rice Burroughs,The Master Mind of Mars (The Martian Series #6)
Edgar Rice Burroughs,The Son of Tarzan (Tarzan #4)
Edgar Rice Burroughs,"Lost On Venus ( Venus Series, Book 2 )"
Edgar Rice Burroughs,"Synthetic Men of Mars (Martian Tales, Book 9)"
Edgar Rice Burroughs,"The Moon Men ( Moon Trilogy, Book 2 )(Ace Books #G-748)"
Edgar Rice Burroughs,Tarzan and the City of Gold (Tarzan #16)( Ballantine Books U2016 )
Edgar Rice Burroughs,Tarzan and the Jewels of Opar (Tarzan #5)(Ballantine Books U2005)
Edgar Rice Burroughs,Tarzan the Invincible (Tarzan #14) (Ballantine Books #U2014)
Edgar Rice Burroughs,Jungle Tales of Tarzan (Tarzan #6)(Ballantine Books F750)
Edgar Rice Burroughs,The Son of Tarzan (Tarzan #4)
Edgar Rice Burroughs,"Back to the Stone Age (Pellucidar, Book 5) (Ace Books #04632)"
Edgar Rice Burroughs,The Eternal Savage (Tarzan)
Edgar Rice Burroughs,Carson of Venus (Ace Books #09202)
Edgar Rice Burroughs,"Lost on Venus ( Venus Series, Book 2 ) (Ace Books F-221)"
Edgar Rice Burroughs,"Tanar of Pellucidar ( Pellucidar, 3 ) (Ace Books #F-171)"
Edgar Rice Burroughs,"The Moon Maid (The Moon Series, Book 1 )( Ace Books # G-745 )"
Edgar Rice Burroughs,The Cave Girl (Ace Books #F-258)
Edgar Rice Burroughs,"The Moon Men ( Moon Trilogy, Book 2 )(Ace Books #53753)"
Edgar Rice Burroughs,"The People That Time Forgot (The Land That Time Forgot, Book2)"
Edgar Rice Burroughs,The Return of Tarzan (Tarzan #2)(Ballantine Books U2002)
Edgar Rice Burroughs,"Back to the Stone Age ( Pellucidar, Book 5 ) (Ace Books #F-245)"
Edgar Rice Burroughs,Tarzan And The Lost Empire
Edgar Rice Burroughs,Pirates Of Venus: F-179: Excitement In The Tarzan Tradition On The Planet Of Mystery
Edgar Rice Burroughs,At the Earths Core
Edgar Rice Burroughs,Savage Pellucidar
Edgar Rice Burroughs,The Mucker
Edgar Rice Burroughs,Tarzan and the Foreign Legion
Edgar Rice Burroughs,"Thuvia, Maid of Mars (Martian Series, No. 4)"
Edgar Rice Burroughs,The Oakdale Affair
Edgar Rice Burroughs,The Mad King
Edgar Rice Burroughs,The Lad and the Lion
Edgar Rice Burroughs,Escape on Venus
Edgar Rice Burroughs,Tarzan and the Foreign Legion
Edgar Rice Burroughs,The Warlord of Mars
Edgar Rice Burroughs,Tarzan and the Lost Empire
Edgar Rice Burroughs,Tarzan and the Lost Empire
Edgar Rice Burroughs,"The Land That Time Forgot (Ace Science Fiction Classic, F-213)"
Edgar Rice Burroughs,Tarzan The Terrible [Tarzan 8]
Edgar Rice Burroughs,Tarzan of the Apes : Edgar Rice Burroughs Authorized Edition
Edgar Rice Burroughs,Tarzan And The Leopard Men
Edgar Rice Burroughs,Tarzan Triumphant
Edgar Rice Burroughs,People That Time Forgot
Edgar Rice Burroughs,Tarzan: In Easy-to-Read Type (Children's Thrift Classics)
Edgar Rice Burroughs,"Jungle Tales of Tarzan (Tarzan #6) (Vintage Ballantine, U2006)"
Edgar Rice Burroughs,Pirates of Venus
Edgar Rice Burroughs,The Master Mind Of Mars - The Sixth Book Of The Famous Maritan Series
Edgar Rice Burroughs,"At the Earth's Core (Ace SF Classic, F-156)"
Edgar Rice Burroughs,The Warlord of Mars
Edgar Rice Burroughs,Tarzan Triumphant
Edgar Rice Burroughs,The Master Mind of Mars
Edgar Rice Burroughs,A Princess of Mars
Edgar Rice Burroughs,"The Son Of Tarzan (Tarzan Series, Volume 4) (Ballantine U2004)"
Edgar Rice Burroughs,"The People That Time Forgot (Ace SF Classic, F-220)"
Edgar Rice Burroughs,Tarzan of the Apes (Dover Thrif)
Edgar Rice Burroughs,Tarzan and the Jewels of Opar
Edgar Rice Burroughs,Tarzan at the Earth's Core
Edgar Rice Burroughs,Tarzan Triumphant
Edgar Rice Burroughs,Warlord of Mars
Edgar Rice Burroughs,Disney's Tarzan and the Jungle Games
Edgar Rice Burroughs,Tarzan of the Apes (Signet Classics)
Edgar Rice Burroughs,Tarzan and the Jewels of Opar
Edgar Rice Burroughs,Tarzan of the Apes (A Stepping Stone Book(TM))
Edgar Rice Burroughs,"Tarzan Triumphant (Ballantine 21909, #15)"
Edgar Rice Burroughs,Jungle Tales of Tarzan #6
Edgar Rice Burroughs,Edgar Rice Burroughs The People That Time Forgot~1973
Edgar Rice Burroughs,Tarzan and the Castaways
Edgar Rice Burroughs,The Chessmen of Mars
Edgar Rice Burroughs,"The People That Time Forgot (Ace SF Classic, F-220)"
Edgar Rice Burroughs,The Lost Continent
Edgar Rice Burroughs,Back To The Stone Age
Edgar Rice Burroughs,Jungle Tales of Tarzan
Edgar Rice Burroughs,Tarzan of the Apes: The First Three Novels
Edgar Rice Burroughs,A Princess Of Mars
Edgar Rice Burroughs,Tarzan of the Apes: The First Three Novels
Edgar Rice Burroughs,The Gods of Mars (John Carter of Mars)
Edgar Rice Burroughs,"The Land that Time Forgot: A Trilogy (including The Land That Time Forgot, The People that time Forgot, Out of Time's Abyss; movie tie-in)"
Edgar Rice Burroughs,"Tarzan and the Ant Men, No.10"
Edgar Rice Burroughs,"Back To the Stone Age: A Castaway in Pellucidar (Ace, 5 F245)"
Edgar Rice Burroughs,Tarzan Coloring Book
Edgar Rice Burroughs,The Lost Continent
Edgar Rice Burroughs,Pirates Of Venus: F-179: Excitement In The Tarzan Tradition On The Planet Of Mystery
Edgar Rice Burroughs,Out of Time's Abyss
Edgar Rice Burroughs,Lost Continent (Beyond Thirty)
Edgar Rice Burroughs,Lost on Venus Ace # 49500
Edgar Rice Burroughs,Tarzan's Quest
Edgar Rice Burroughs,Tarzan at the Earth's Core
Edgar Rice Burroughs,Savage Pellucidar
Edgar Rice Burroughs,"The Son Of Tarzan (Tarzan Series, Volume 4) (Ballantine U2004)"
Edgar Rice Burroughs,At the Earth's Core
Edgar Rice Burroughs,"Jungle Tales of Tarzan (Tarzan #6) (Vintage Ballantine, U2006)"
Edgar Rice Burroughs,The Mad King
Edgar Rice Burroughs,The Return of Tarzan (Tarzan #2)
Edgar Rice Burroughs,Chessmen of Mars F170 :Martian 5
Edgar Rice Burroughs,A Princess of Mars
Edgar Rice Burroughs,John Carter of Mars - Volume 3 - The Chessmen of Mars
Edgar Rice Burroughs,"A Fighting Man of Mars (The Martian Tales of Edgar Rice Burroughs, Book 7)(Ballantine Books # U2037)"
Edgar Rice Burroughs,"The Moon Men ( Moon Trilogy, Book 2)(Ace Books # F-159)"
Edgar Rice Burroughs,"Escape on Venus (Venus Series, Book 4)(Ace Books # F-268)"
Edgar Rice Burroughs,"The Beasts of Tarzan (Tarzan, Book 3)(Ace Books F-203)"
Edgar Rice Burroughs,The Warlord of Mars (The Martian Tales of Edgar Rice Burroughs #3)
Edgar Rice Burroughs,"Tarzan and the Leopard Men (Tarzan, Book 18)"
Edgar Rice Burroughs,"Tarzan, Lord of the Jungle (Tarzan, Book 11)"
Edgar Rice Burroughs,"Tarzan the Terrible (Tarzan, Book 8)(Ballantine Books #01750)"
Edgar Rice Burroughs,"The Son of Tarzan (Tarzan, Book 4)"
Edgar Rice Burroughs,"Lost on Venus (Venus Series, Book 2)(Ace Books F-221)"
Edgar Rice Burroughs,"Pellucidar (Pellucidar, Book 2)(Ace Books #65853)"
Edgar Rice Burroughs,The Outlaw of Torn (Ace Books #A-25)
Edgar Rice Burroughs,The Eternal Savage (Original Title: The Eternal Lover)(Tarzan)
Edgar Rice Burroughs,"Land of Terror ( Pellucidar, Book 6 )(Ace Books #F-256)"
Edgar Rice Burroughs,The Cave Girl (Ace Books #F-258)
Edgar Rice Burroughs,"Tarzan and the Foreign Legion (Tarzan, Book 22)"
Edgar Rice Burroughs,"A Fighting Man of Mars (The Martian Tales of Edgar Rice Burroughs, Book 7)(Ace Books #F-190)"
Edgar Rice Burroughs,"The Mastermind of Mars (The Martian, Book 6)(Ballantine Books #U2036)"
Edgar Rice Burroughs,Beyond the Farthest Star
Edgar Rice Burroughs,"Escape on Venus (Venus Series, Book 4)(Ace Books # F-268)"
Edgar Rice Burroughs,Warlord of Mars (The Martian Tales of Edgar Rice Burroughs #3)
Edgar Rice Burroughs,"The Moon Maid (Moon Trilogy, Book 1)( Ace Books # F-157)"
Edgar Rice Burroughs,"At the Earth's Core ( Pellucidar, Book 1)(Ace F-156)"
Edgar Rice Burroughs,"Back to the Stone Age (Pellucidar, Book 5)(Ace Books #F-245)"
Edgar Rice Burroughs,Tarzan and the Castaways (Tarzan #24)
Edgar Rice Burroughs,"Tarzan and the Lost Empire (Tarzan, Book 12)"
Edgar Rice Burroughs,"Jungle Tales of Tarzan (Tarzan, Book 6)"
Edgar Rice Burroughs,Warlord of Mars (The Martian Tales of Edgar Rice Burroughs #3)
Edgar Rice Burroughs,"The Mastermind of Mars (The Martian, Book 6)(Ballantine Books #U2036)"
Edgar Rice Burroughs,"Tarzan and the Ant Men (Tarzan, Book 10)"
Edgar Rice Burroughs,"Tarzan the Terrible (Tarzan, Book 8)"
Edgar Rice Burroughs,"Tarzan the Terrible (Tarzan, Book 8)"
Edgar Rice Burroughs,"Tarzan and the Jewels of Opar (Tarzan, Book 5)(Ballantine Books #01595)"
Edgar Rice Burroughs,"Thuvia, Maid Of Mars (John Carter of Mars, Book 4)(Ballantine Books # F770)"
Edgar Rice Burroughs,"Pirates of Venus ( Venus Novel, Book 1)(Ace Books #F-179)"
Edgar Rice Burroughs,The Monster Men (Ace Books #F-182)
Edgar Rice Burroughs,The Eternal Savage (Tarzan)(Ace Books #F-234)
Edgar Rice Burroughs,The Eternal Savage (Tarzan)(Ace Books #F-234)
Edgar Rice Burroughs,Tarzan Triumphant (Tarzan #15)
Edgar Rice Burroughs,"The Moon Maid (The Moon Series, Book 1)(Ace Books # G-745)"
Edgar Rice Burroughs,The Lost Continent (Original Title: Beyond Thirty)(Ace Books #F-235)
Edgar Rice Burroughs,The Chessmen of Mars (John Carter of Mars #5)(Ballantine Books #F 776)
Edgar Rice Burroughs,"Carson of Venus ( Venus Series, Book 3)(Ace Books #F-247)"
Edgar Rice Burroughs,"Tanar of PellucidarPellucidar (Pellucida, Book 3)(Ace #G-735)"
Edgar Rice Burroughs,"The People That Time Forgot (The Land That Time Forgot, Book 2)(Ace Books #F-220)"
Edgar Rice Burroughs,The Chessmen of Mars (John Carter of Mars #5)(Ace Books # F-170)
Edgar Rice Burroughs,"Out of Time's Abyss (Land That Time Forgot, Book 3 of 3)(Ace Books F-233)"
Edgar Rice Burroughs,"The Land That Time Forgot ( Land that Time Forgot, 1)(Ace Books #47023)(Movie Edition)"
Edgar Rice Burroughs,"The Return of Tarzan (Tarzan, Book 2)(Ballantine Books # 01592)"
Edgar Rice Burroughs,"Escape on Venus (Venus Series, Book 4)"
Edgar Rice Burroughs,"At the Earth's Core (Pellucidar, Book 1)(Ace Books #03325)"
Edgar Rice Burroughs,Tarzan the Magnificent (Tarzan #21)(Ballantine Books #U2021)
Edgar Rice Burroughs,Beyond the Farthest Star (Ace Books #05652)
Edgar Rice Burroughs,"Tanar of Pellucidar (Pellucidar, 3)(Ace Books #F-171)"
Edgar Rice Burroughs,"Land of Terror (Pellucidar, Book 6)(Ace Books #46996)"
Edgar Rice Burroughs,"Tarzan and the Lost Empire (Tarzan, Book 12)"
Edgar Rice Burroughs,"Tarzan and the Jewels of Opar (Tarzan, Book 5)"
Edgar Rice Burroughs,"The Land That Time Forgot (Land that Time Forgot, Book 1)(Ace Books #F-213)"
Edgar Rice Burroughs,Tarzan of the Apes: The First Three Novels
Edgar Rice Burroughs,The Gods of Mars (John Carter of Mars)
Edgar Rice Burroughs,Tarzan the Untamed
Edgar Rice Burroughs,"Thuvia, Maid of Mars (Martian Tales #4)"
Edgar Rice Burroughs,The Mastermind of Mars (Ace SF Classic F-181)
Edgar Rice Burroughs,The Mad King
Edgar Rice Burroughs,Tarzan The Invincible #14 (Ballantine U2014) March 1964
Edgar Rice Burroughs,Back To The Stone Age
Edgar Rice Burroughs,Tarzan # 12 -- Tarzan and the Lost Empire
Edgar Rice Burroughs,The Gods of Mars; Mars 2
Edgar Rice Burroughs,"A Fighting Man of Mars (Ballantine SF, U2037) - The Seventh Book of the Famous Martian Series"
Edgar Rice Burroughs,Tarzan and the Lost Empire
Edgar Rice Burroughs,Tarzan The Terrible #8
Edgar Rice Burroughs,The Gods of Mars & The Warlord of Mars (Barsoom Series)
Edgar Rice Burroughs,The Return of Tarzan (Tarzan #2)
Edgar Rice Burroughs,Tarzan and the Forbidden City
Edgar Rice Burroughs,Savage Pellucidar
Edgar Rice Burroughs,The Warlord of Mars
Edgar Rice Burroughs,Tarzan and the Lost Empire
Edgar Rice Burroughs,Tarzan and the Ant Men
Edgar Rice Burroughs,Tarzan and the Golden Lion
Edgar Rice Burroughs,Tarzan and the Golden Lion
Edgar Rice Burroughs,"Tarzan, Lord of the Jungle (Tarzan #11)"
Edgar Rice Burroughs,"Jungle Tales of Tarzan (Tarzan #6) (Vintage Ballantine, U2006)"
Edgar Rice Burroughs,"Tarzan the Untamed (Tarzan #7) (Vintage Ballantine, F751)"
Edgar Rice Burroughs,Pellucidar
Edgar Rice Burroughs,"Escape on Venus (Carson Napier Adventures,No. 4)"
Edgar Rice Burroughs,"Tarzan, Lord of the Jungle (Tarzan, #11)"
Edgar Rice Burroughs,FIGHTING MAN OF MARS (Mars (del Rey Books Numbered))
Edgar Rice Burroughs,The Master Mind of Mars
Edgar Rice Burroughs,The Son of Tarzan
Edgar Rice Burroughs,The Hollow Earth: At the Earth's Core and Pellucidar
Edgar Rice Burroughs,Tarzan of the Apes
Edgar Rice Burroughs,Tarzan and the Ant Men #10 (Ballantine U2010)
Edgar Rice Burroughs,Edgar Rice Burroughs The People That Time Forgot~1973
Edgar Rice Burroughs,Tarzan And The Foreign Legion [Tarzan 22]
Edgar Rice Burroughs,Jungle Tales of Tarzan Vol. 6
Edgar Rice Burroughs,Out of Time's Abyss (A Novel of Caspak) (Ace Books #F-233)
Edgar Rice Burroughs,Tarzan And The City Of Gold (Ace F-205)
Edgar Rice Burroughs,Tarzan and the Lost Empire
Edgar Rice Burroughs,"The People That Time Forgot (Ace SF Classic, F-220)"
Edgar Rice Burroughs,Lost on Venus
Edgar Rice Burroughs,Tarzan and the Madman (Tarzan #23) (Ballantine U2023)
Edgar Rice Burroughs,Tarzan and the Castaways
Edgar Rice Burroughs,Tarzan #14. Tarzan The Invincible
Edgar Rice Burroughs,"Tarzan, Lord of the Jungle (Tarzan #11)"
Edgar Rice Burroughs,"The Son Of Tarzan (Tarzan Series, Volume 4) (Ballantine U2004)"
Edgar Rice Burroughs,Tarzan And the Jewels of Opar (Tarzan #5)
Edgar Rice Burroughs,The Warlord of Mars
Edgar Rice Burroughs,The Beasts of Tarzan #3 (Ballantine 01593)
Edgar Rice Burroughs,"Tarzan the Untamed (Tarzan #7) (Vintage Ballantine, F751)"
Edgar Rice Burroughs,Land of Terror
Edgar Rice Burroughs,The Son of Tarzan
Edgar Rice Burroughs,Tarzan and the Lion Man (Tarzan Series #17)
Edgar Rice Burroughs,Tarzan And The Foreign Legion [Tarzan 22]
Edgar Rice Burroughs,The Return of Tarzan (Tarzan #2)
Edgar Rice Burroughs,Tarzan And The Castaways
Edgar Rice Burroughs,"Tarzan and the Jewels of Opar #5 (Vintage Ballantine, U2005)"
Edgar Rice Burroughs,Pellucidar
Edgar Rice Burroughs,Tarzan at the Earth's Core
Edgar Rice Burroughs,Tarzan Triumphant (Tarzan Series #15)
Edgar Rice Burroughs,Tarzan at the Earth's Core
Edgar Rice Burroughs,Tarzan the Magnificent
Edgar Rice Burroughs,"A Fighting Man of Mars (Ballantine SF, U2037) - The Seventh Book of the Famous Martian Series"
Edgar Rice Burroughs,Tarzan the Terrible (Tarzan Series #8)
Edgar Rice Burroughs,"The Warlord of Mars (Mars, Bk. 3)"
Edgar Rice Burroughs,Tarzan Triumphant (Tarzan Series #15)
Edgar Rice Burroughs,Swords of Mars (Martian Series # 8) (Ballantine F728)
Edgar Rice Burroughs,The Beasts of Tarzan
Edgar Rice Burroughs,The Chessmen of Mars
Edgar Rice Burroughs,The Return of Tarzan
Edgar Rice Burroughs,Tarzan of the Apes TV Show Cover
Edgar Rice Burroughs,Tarzan at the Earth's Core
Edgar Rice Burroughs,The Moon Maid
Edgar Rice Burroughs,"Tarzan and the Ant Men, No.10"
Edgar Rice Burroughs,Tarzan The Terrible #8
Edgar Rice Burroughs,Tarzan the Untamed
Edgar Rice Burroughs,Tarzan of the Apes
Edgar Rice Burroughs,Chessmen of Mars F 776 :mars 05
Edgar Rice Burroughs,Jungle Tales of Tarzan (Tarzan Series #6)
Edgar Rice Burroughs,At the Earths Core
Edgar Rice Burroughs,Tarzan of the Apes TV Show Cover
Edgar Rice Burroughs,Tarzan and the Jewels of Opar
Edgar Rice Burroughs,Tarzan of the Apes
Edgar Rice Burroughs,The Warlord of Mars
Edgar Rice Burroughs,The Warlord of Mars
Edgar Rice Burroughs,Jungle Tales of Tarzan
Edgar Rice Burroughs,The Warlord of Mars
Edgar Rice Burroughs,Beyond the Farthest Star - F-282
Edgar Rice Burroughs,"Out Of Time's Abyss (Ace SF Classic, F-233)"
Edgar Rice Burroughs,The Eternal Savage
Edgar Rice Burroughs,FIGHTING MAN OF MARS (Mars (del Rey Books Numbered))
Edgar Rice Burroughs,THE BEASTS OF TARZAN
Edgar Rice Burroughs,The Beasts of Tarzan
Edgar Rice Burroughs,Tarzan and the Golden Lion
Edgar Rice Burroughs,Chessmen of Mars F 776 :mars 05
Edgar Rice Burroughs,"A Fighting Man of Mars (Ballantine SF, U2037) - The Seventh Book of the Famous Martian Series"
Edgar Rice Burroughs,Tarzan of the Apes
Edgar Rice Burroughs,The Chessmen of Mars
Edgar Rice Burroughs,Tarzan and the Castaways
Edgar Rice Burroughs,Tarzan and the Forbidden City
Edgar Rice Burroughs,Tarzan the Invincible
